TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,39605.648,1447.45784043739
SAMPLE,39002.28,662.511215507632
SAMPLE,38169.346,264.308501466799
SAMPLE,37306.244,173.185607558864
SAMPLE,35951.54,129.316845703235
SAMPLE,34002.32,79.3380531200155
SAMPLE,31220.072,38.7745649840584
SAMPLE,29042.528,26.5876118620006
SAMPLE,27201.685,15.4159458088887
SAMPLE,17388.699,3.93630707629377
DOSE,0,NA
SAMPLE,20907.293,954.701251110125
SAMPLE,15302.231,710.711309835215
SAMPLE,8439.25,462.965041125815
SAMPLE,4835.8793,378.742482280349
SAMPLE,2144.0954,301.115600986207
SAMPLE,657.0367,188.076855188594
SAMPLE,274.07336,90.4624287440639
SAMPLE,223.23857,50.0861393944717
SAMPLE,193.39517,27.5923620948901
SAMPLE,74.26679,1.35794759006446
DOSE,0,NA
SAMPLE,16496.733,809.277347433769
SAMPLE,10636.54,388.215130968318
SAMPLE,3545.1255,224.845229652876
SAMPLE,1186.7406,163.777940278038
SAMPLE,349.84803,116.256269421292
SAMPLE,200.8873,53.3073097818021
SAMPLE,145.89103,17.8732248305057
SAMPLE,114.306204,6.70122775450439
SAMPLE,92.18954,2.98087628582997
DOSE,0,NA
SAMPLE,17714.151,734.756565900568
SAMPLE,9299.598,438.252631385945
SAMPLE,1925.6883,286.817285316843
SAMPLE,803.7389,205.846114406919
SAMPLE,445.5717,140.142692738034
SAMPLE,224.54089,83.1912471187042
SAMPLE,69.641195,36.6079068262302
SAMPLE,22.728005,19.5008768277139
SAMPLE,7.885144,11.5871252457125
SAMPLE,0.7805338,2.45041604195945
DOSE,0,NA
SAMPLE,7112.9804,666.318381951126
SAMPLE,2616.956,333.412198844475
SAMPLE,423.4829,135.966739860035
SAMPLE,175.11997,71.2146365702042
SAMPLE,125.61823,41.1440958615928
SAMPLE,96.76327,21.8211822656898
SAMPLE,70.69998,6.70145647784982
SAMPLE,53.845707,2.55506188885893
SAMPLE,41.79954,1.52005443093867
DOSE,0,NA
SAMPLE,21317.991,2121.92496397069
SAMPLE,16599.693,1502.22422674537
SAMPLE,9966.433,1108.16706290173
SAMPLE,6583.005,1000.75131312846
SAMPLE,3649.5817,695.448271936764
SAMPLE,1107.0509,544.112175128601
SAMPLE,177.66394,227.849480430486
SAMPLE,105.585,111.302455181279
SAMPLE,84.0819,62.5189940989665
SAMPLE,30.765766,1.85293338685909
DOSE,0,NA
SAMPLE,13660.409,613.820203036412
SAMPLE,6162.9553,504.392909854142
SAMPLE,1228.1299,326.095910932478
SAMPLE,701.80076,175.920308524871
SAMPLE,434.15594,205.197695308516
SAMPLE,193.67729,119.456102800951
SAMPLE,41.408885,52.7083683201426
SAMPLE,10.289111,26.2398698231289
SAMPLE,3.8028555,14.2265987932874
DOSE,0,NA
SAMPLE,9518.568,858.145209099161
SAMPLE,3061.038,563.434721034752
SAMPLE,1348.4831,434.897200466833
SAMPLE,883.65436,288.538827627985
SAMPLE,426.25186,249.059019380329
SAMPLE,110.86955,145.837008062244
SAMPLE,8.732222,73.7615661250489
SAMPLE,0.7899205,38.3715596364263
SAMPLE,0.12245757,26.4354839139969
DOSE,0,NA
SAMPLE,40666.41,680.481838196794
SAMPLE,39551.82,271.725360905152
SAMPLE,37805.096,130.405264739201
SAMPLE,36491.787,97.1903067031627
SAMPLE,35222.89,45.7623256588242
SAMPLE,34160.05,16.4863278190366
SAMPLE,33367.49,4.22068872263378
DOSE,0,NA
SAMPLE,36070.3,1766.00314837398
SAMPLE,34140.96,781.680521915753
SAMPLE,30987.642,498.770209157246
SAMPLE,27344.744,316.879231211774
SAMPLE,21523.53,191.66900804433
SAMPLE,13682.491,67.0581631630878
SAMPLE,5876.482,14.3442810028875
SAMPLE,2734.231,5.24913702513117
SAMPLE,1430.3758,2.49655919230797
DOSE,0,NA
SAMPLE,45908.35,2208.43284453539
SAMPLE,44497.784,540.199206460646
SAMPLE,42409.42,208.703644280653
SAMPLE,40896.44,95.4339752455557
SAMPLE,39214.664,54.1921530567784
SAMPLE,37412.323,27.0995246995712
SAMPLE,35190.872,13.0121081059993
SAMPLE,33292.8,6.7108298301588
SAMPLE,31521.132,4.29489855843424
DOSE,0,NA
SAMPLE,20372.627,1874.27562722383
SAMPLE,13866.46,617.636382944053
SAMPLE,5411.662,339.625407292137
SAMPLE,2111.2027,193.163868681335
SAMPLE,577.9098,106.110341707413
SAMPLE,186.94542,57.1536738132856
